query,category,query_clean,category_encoded
This is a terrible software program.,Complaint,this is a terrible software program.,1
It's so frustrating and slow.,Complaint,its so frustrating and slow.,1
I wish I'd never heard of it.,Complaint,i wish id never heard of it.,1
This software is a complete and utter disaster.,Complaint,this software is a complete and utter disaster.,1
The customer service is awful.,Complaint,the customer service is awful.,1
It's a waste of money.,Complaint,its a waste of money.,1
This software is incredibly frustrating to use.,Complaint,this software is incredibly frustrating to use.,1
I'm so disappointed.,Complaint,im so disappointed.,1
This product is a joke.,Complaint,this product is a joke.,1
This software is a complete and utter mess.,Complaint,this software is a complete and utter mess.,1
I regret buying this product.,Complaint,i regret buying this product.,1
This is a complete waste of time and money.,Complaint,this is a complete waste of time and money.,1
I'm extremely unhappy.,Complaint,im extremely unhappy.,1
I'm very disappointed with this software.,Complaint,im very disappointed with this software.,1
This program is a waste of time and money.,Complaint,this program is a waste of time and money.,1
I regret this purchase.,Complaint,i regret this purchase.,1
The interface is awful.,Complaint,the interface is awful.,1
This is a complete mess.,Complaint,this is a complete mess.,1
This software is a terrible product.,Complaint,this software is a terrible product.,1
It's so frustrating and unreliable.,Complaint,its so frustrating and unreliable.,1
I'm very disappointed with it.,Complaint,im very disappointed with it.,1
It's buggy and slow.,Complaint,its buggy and slow.,1
This is a waste of money.,Complaint,this is a waste of money.,1
I'm unhappy with this software.,Complaint,im unhappy with this software.,1
It's very frustrating.,Complaint,its very frustrating.,1
This program is terrible.,Complaint,this program is terrible.,1
The interface is clunky.,Complaint,the interface is clunky.,1
It's a total waste of money.,Complaint,its a total waste of money.,1
This is so frustrating.,Complaint,this is so frustrating.,1
I'm disappointed.,Complaint,im disappointed.,1
It's frustrating.,Complaint,its frustrating.,1
I regret buying this.,Complaint,i regret buying this.,1
This is a mess.,Complaint,this is a mess.,1
It's unreliable.,Complaint,its unreliable.,1
I'm dissatisfied.,Complaint,im dissatisfied.,1
This is a nightmare.,Complaint,this is a nightmare.,1
I regret this.,Complaint,i regret this.,1
The interface is bad.,Complaint,the interface is bad.,1
This is a disaster.,Complaint,this is a disaster.,1
This is frustrating.,Complaint,this is frustrating.,1
I'm disappointed.  It's frustrating.,Complaint,im disappointed. its frustrating.,1
This is a waste of money.  I regret this.,Complaint,this is a waste of money. i regret this.,1
The interface is bad. This is a disaster.,Complaint,the interface is bad. this is a disaster.,1
I'm incredibly frustrated with how often this program crashes.,Complaint,im incredibly frustrated with how often this program crashes.,1
The user interface is terrible; it's so confusing.,Complaint,the user interface is terrible its so confusing.,1
It's unacceptable how much time this software wastes.,Complaint,its unacceptable how much time this software wastes.,1
I'm disappointed with the lack of helpful customer support.,Complaint,im disappointed with the lack of helpful customer support.,1
This program is a complete mess; I regret buying it.,Complaint,this program is a complete mess i regret buying it.,1
The constant updates are incredibly disruptive to my workflow.,Complaint,the constant updates are incredibly disruptive to my workflow.,1
What a waste of money!  I expected so much more.,Complaint,what a waste of money! i expected so much more.,1
"This software is so buggy, it's practically unusable.",Complaint,this software is so buggy its practically unusable.,1
I'm extremely disappointed; it doesn't do what it promised.,Complaint,im extremely disappointed it doesnt do what it promised.,1
It's frustrating trying to navigate this complicated system.,Complaint,its frustrating trying to navigate this complicated system.,1
This is unacceptable;  it's constantly freezing.,Complaint,this is unacceptable its constantly freezing.,1
Such a waste of money; I wish I'd gone with a different option.,Complaint,such a waste of money i wish id gone with a different option.,1
The learning curve is far too steep for the benefits.,Complaint,the learning curve is far too steep for the benefits.,1
I'm constantly encountering errors; it's driving me crazy.,Complaint,im constantly encountering errors its driving me crazy.,1
I'm very disappointed in the overall performance.,Complaint,im very disappointed in the overall performance.,1
It's just terrible; I can't believe how unreliable it is.,Complaint,its just terrible i cant believe how unreliable it is.,1
What a waste of time and money!,Complaint,what a waste of time and money!,1
"I'm so frustrated, I'm ready to switch to a competitor.",Complaint,im so frustrated im ready to switch to a competitor.,1
This program is far too complicated for its intended purpose.,Complaint,this program is far too complicated for its intended purpose.,1
"Honestly, it's a terrible product.",Complaint,honestly its a terrible product.,1
I regret this purchase; it's completely useless to me.,Complaint,i regret this purchase its completely useless to me.,1
This is a waste of my valuable time.,Complaint,this is a waste of my valuable time.,1
The customer service is unhelpful and unresponsive.,Complaint,the customer service is unhelpful and unresponsive.,1
I'm extremely disappointed with this purchase.,Complaint,im extremely disappointed with this purchase.,1
It's frustratingly difficult to get any real work done.,Complaint,its frustratingly difficult to get any real work done.,1
Unacceptable performance; I demand a refund.,Complaint,unacceptable performance i demand a refund.,1
